timestamp,joint_position,linear_potentiometer
1691603244.3893993,[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0],[0]
1691603244.505773,[0.0009999955892562866, 1.569998025894165, 2.6886849403381348, 3.016536993527552e-06, 0.6000015735626221, 3.0399982929229736, 3.13999605178833],[-3.081452400524065]
1691603244.6142354,[0.0009999956488609314, 1.570000410079956, 2.6886823177337646, 1.7467241377744358e-06, 0.5999994874000549, 3.039999485015869, 3.1400020122528076],[-3.091648998458435]
1691603244.7208679,[0.0009999961853027345, 1.5700030326843262, 2.688685894012451, 3.1745321393827908e-06, 0.6000033020973206, 3.039997100830078, 3.1399993896484375],[-3.07882102057356]
1691603244.8298795,[0.0009999964833259582, 1.5699992179870605, 2.688687562942505, 2.2221724975679535e-06, 0.6000036001205444, 3.039999485015869, 3.1399986743927],[-3.0791499430637526]
1691603244.9355862,[0.0009999959468841553, 1.569997787475586, 2.6886839866638184, 3.968896635342389e-06, 0.5999987125396729, 3.0400002002716064, 3.140000104904175],[-3.07980778804724]
1691603245.0446405,[0.0009999960064888001, 1.5699973106384277, 2.6886842250823975, 5.396704636950744e-06, 0.5999994874000549, 3.0399954319000244, 3.13999605178833],[-3.0878663894310514]
1691603245.152593,[0.0009999957084655762, 1.5699979066848755, 2.6886823177337646, 1.7467241377744358e-06, 0.599997878074646, 3.0399951934814453, 3.1400022506713867],[-3.0842482417940618]
1691603245.261574,[0.0009999946355819702, 1.56999933719635, 2.688683271408081, 3.1745321393827908e-06, 0.6000025272369385, 3.040001153945923, 3.1400012969970703],[-3.0855639318293666]
1691603245.3674166,[0.0009999942779541015, 1.570001244544983, 2.688685417175293, 6.283184051513672, 0.6000010967254639, 3.03999924659729, 3.1399998664855957],[-3.081287939275218]
1691603245.4767544,[0.0009999939799308778, 1.5700042247772217, 2.688685417175293, 3.1745321393827908e-06, 0.6000039577484131, 3.0400004386901855, 3.140002489089966],[-3.0835903967826255]
1691603245.5832992,[0.0009999942779541015, 1.5699998140335083, 2.6886823177337646, 6.283184051513672, 0.6000020503997803, 3.039997100830078, 3.1400012969970703],[-3.0852350093189864]
1691603245.6951082,[0.0009999945163726807, 1.569997787475586, 2.6886849403381348, 3.1745321393827908e-06, 0.6000017523765564, 3.040001630783081, 3.1399993896484375],[-3.0793144043092364]
1691603245.8044705,[0.000999994993209839, 1.5699975490570068, 2.6886863708496094, 2.8570789254445117e-06, 0.6000000238418579, 3.0399956703186035, 3.140000820159912],[-3.0858928543407833]
1691603245.9132028,[0.0009999951720237733, 1.5699996948242188, 2.688685655593872, 6.349064278765582e-07, 0.600002646446228, 3.039999485015869, 3.1400020122528076],[-3.076025179448677]
1691603246.0215697,[0.000999994695186615, 1.570000410079956, 2.6886847019195557, 6.283183574676514, 0.5999996662139893, 3.0399961471557617, 3.1399993896484375],[-3.0793144043092364]
1691603246.1295116,[0.0009999945163726807, 1.5699985027313232, 2.6886823177337646, 6.283182144165039, 0.6000012755393982, 3.0400047302246094, 3.1399989128112793],[-3.07783425310919]
1691603246.237647,[0.0009999945759773254, 1.570000171661377, 2.6886870861053467, 2.5396257115062326e-06, 0.6000013947486877, 3.0400023460388184, 3.140000820159912],[-3.0816168617731705]
1691603246.3444057,[0.000999994695186615, 1.56999933719635, 2.6886813640594482, 3.6514434214041103e-06, 0.6000036001205444, 3.0399997234344482, 3.1400020122528076],[-3.07783425310919]
1691603246.453472,[0.0009999952912330627, 1.5700006484985352, 2.688680648803711, 4.6038030632189475e-06, 0.6000007390975952, 3.0400002002716064, 3.1399991512298584],[-3.083754858035096]
1691603246.561516,[0.0009999948740005494, 1.569998025894165, 2.688683271408081, 1.9047192836296745e-06, 0.5999996662139893, 3.040001392364502, 3.1400022506713867],[-3.0826036292732386]
1691603246.6704686,[0.0009999945163726807, 1.5700026750564575, 2.6886866092681885, 1.5872660696913954e-06, 0.6000006198883057, 3.03999662399292, 3.1399991512298584],[-3.0845771643013338]
1691603246.7792616,[0.0009999934434890747, 1.5699999332427979, 2.6886839866638184, 6.283185005187988, 0.6000020503997803, 3.0400006771087646, 3.1399993896484375],[-3.08671516062386]
